경기 안산시 단원구 고잔1동 516	37.31930539380377	126.82520387210039
경기 안산시 단원구 고잔1동 516	37.31930539380377	126.82520387210039
경기 안산시 단원구 고잔1동 516	37.31930539380377	126.82520387210039
경기 안산시 단원구 고잔1동 518	37.32099547859025	126.82748796205603
경기 안산시 단원구 고잔1동 518	37.32099547859025	126.82748796205603
경기 안산시 단원구 고잔1동 519-2	37.31830524236873	126.82642460847866
경기 안산시 단원구 고잔1동 519-2	37.31830524236873	126.82642460847866
경기 안산시 단원구 고잔1동 524	37.319245045507266	126.82829522771553
경기 안산시 단원구 고잔1동 585	37.32248742509516	126.82737624175712
경기 안산시 단원구 고잔1동 602	37.3266720465456	126.82507849308806
경기 안산시 단원구 고잔1동 613	37.330120294002334	126.82939882495945
경기 안산시 단원구 고잔1동 626-6	37.3316471263495	126.83099313935942
경기 안산시 단원구 고잔1동 628	37.33323544083478	126.8302222758454
경기 안산시 단원구 고잔1동 661-4	37.32473521655298	126.82171624588608
경기 안산시 단원구 고잔2동 527-1	37.320760572630086	126.83205546744117
경기 안산시 단원구 고잔2동 527-4	37.31958191685393	126.83198137341505
경기 안산시 단원구 고잔2동 528-1	37.32040891393882	126.83314834604168
경기 안산시 단원구 고잔2동 528-1	37.32040891393882	126.83314834604168
경기 안산시 단원구 고잔2동 529-1	37.31905590116826	126.83211341301244
경기 안산시 단원구 고잔2동 529-1	37.31905590116826	126.83211341301244
경기 안산시 단원구 고잔2동 530-2	37.31831831452495	126.8330040493287
경기 안산시 단원구 고잔2동 533-2	37.31869845402838	126.83421712234853
경기 안산시 단원구 고잔2동 534	37.318891436556385	126.83562466190114
경기 안산시 단원구 고잔2동 534-1	37.31864632502567	126.83560263224095
경기 안산시 단원구 고잔2동 534-3	37.3186620044058	126.83651416139068
경기 안산시 단원구 고잔2동 534-3	37.3186620044058	126.83651416139068
경기 안산시 단원구 고잔2동 534-3	37.3186620044058	126.83651416139068
경기 안산시 단원구 고잔2동 535	37.31801862425265	126.83518432280029
경기 안산시 단원구 고잔2동 535	37.31801862425265	126.83518432280029
경기 안산시 단원구 고잔2동 535-1	37.31793996752228	126.83564027183225
경기 안산시 단원구 고잔2동 535-1	37.31793996752228	126.83564027183225
경기 안산시 단원구 고잔2동 536	37.31823295282308	126.83381200500085
경기 안산시 단원구 고잔2동 536	37.31823295282308	126.83381200500085
경기 안산시 단원구 고잔2동 536	37.31823295282308	126.83381200500085
경기 안산시 단원구 고잔2동 536	37.31823295282308	126.83381200500085
경기 안산시 단원구 고잔2동 536-2	37.3179996967946	126.83453454253797
경기 안산시 단원구 고잔2동 537-3	37.31748255732157	126.83586689876044
경기 안산시 단원구 고잔2동 537-4	37.31745449291936	126.83642201172599
경기 안산시 단원구 고잔2동 537-7	37.31722573648601	126.83519959184191
경기 안산시 단원구 고잔2동 539	37.31877114197918	126.83724949448286
경기 안산시 단원구 고잔2동 539-1	37.31875364211967	126.83762859860958
경기 안산시 단원구 고잔2동 539-2	37.318570394723594	126.83803964706871
경기 안산시 단원구 고잔2동 539-12	37.318239783218395	126.84141582956232
경기 안산시 단원구 고잔2동 539-14	37.318292473887716	126.84039585593948
경기 안산시 단원구 고잔2동 540-9	37.3176599424923	126.84173293186466
경기 안산시 단원구 고잔2동 540-13	37.31765994348219	126.8390614549314
경기 안산시 단원구 고잔2동 541	37.31723609646776	126.8374784344312
경기 안산시 단원구 고잔2동 541	37.31723609646776	126.8374784344312
경기 안산시 단원구 고잔2동 541	37.31723609646776	126.8374784344312
경기 안산시 단원구 고잔2동 541-2	37.317127213618114	126.83956348913213
경기 안산시 단원구 고잔2동 541-4	37.31719396595591	126.83829530609188
경기 안산시 단원구 고잔2동 634-4	37.329343250614485	126.83812484537894
경기 안산시 단원구 고잔2동 637-4	37.33071632538796	126.83805419829982
경기 안산시 단원구 고잔2동 638-8	37.33133299911997	126.83832368146433
경기 안산시 단원구 고잔2동 639-12	37.33108812284486	126.83847314950084
경기 안산시 단원구 고잔2동 640	37.33201367634158	126.83795663024358
경기 안산시 단원구 고잔2동 644-10	37.33023268490607	126.84019909273508
경기 안산시 단원구 고잔2동 671-1	37.32605850884999	126.83975661949333
경기 안산시 단원구 고잔2동 672-1	37.32425356498253	126.83764384388367
경기 안산시 단원구 고잔2동 675-1	37.32441139561369	126.83709742727703
경기 안산시 단원구 고잔2동 676-4	37.32494123809541	126.83712336190912
경기 안산시 단원구 대부남동 309-30	37.236729166634994	126.57240411419906
경기 안산시 단원구 대부남동 1084-6	37.23034889280028	126.57115553889453
경기 안산시 단원구 대부동동 79-68	37.2375242995359	126.61841548004521
경기 안산시 단원구 대부동동 221-1	37.23920149435767	126.60885923932567
경기 안산시 단원구 대부동동 568-2	37.24056175770361	126.6028114831402
경기 안산시 단원구 대부동동 1522-3	37.241521288220945	126.59244692303116
경기 안산시 단원구 대부북동 640	37.2406167919994	126.57405462333885
경기 안산시 단원구 대부북동 831	37.25241507171366	126.57558429481692
경기 안산시 단원구 대부북동 1826-27	37.26630308351306	126.56894499198258
경기 안산시 단원구 대부북동 1837-18	37.269405400400636	126.56970297898764
경기 안산시 단원구 대부북동 1848-100	37.28711064381678	126.5741715964115
경기 안산시 단원구 대부북동 1848-112	37.286291691041	126.57294478272112
경기 안산시 단원구 대부북동 1848-119	37.285776901714236	126.57211321305736
경기 안산시 단원구 대부북동 1849-36	37.28403032736051	126.56952500108311
경기 안산시 단원구 대부북동 1850	37.28310627807583	126.56914235823908
경기 안산시 단원구 대부북동 1857-15	37.274235679337636	126.56990549864618
